accountlogontype,accountrunlevel,certificateissuer,certificatesubject,comment,creator,description,execarguments,execprogrampath,hostname,name,signatureexists,signatureverified,virtualpath
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Privileged Media Center Time Update Service setting job,,The file is signed and the signature was verified.,/DoConfigureInternetTimeService,%SystemRoot%\ehome\ehPrivJob.exe,SN0002LNO,ConfigureInternetTimeService,true,true,\Microsoft\Windows\Media Center\ConfigureInternetTimeService
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Perform Pvr Recovery activities,,The file is signed and the signature was verified.,-PvrRecoveryTask,%SystemRoot%\ehome\mcupdate.exe,SN0002LNO,PvrRecoveryTask,true,true,\Microsoft\Windows\Media Center\PvrRecoveryTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Verification PCA,Microsoft Windows,This task defragments the computers hard disk drives.,Microsoft Corporation,The file is signed and the signature was verified.,-c,%windir%\system32\defrag.exe,SN0002LNO,ScheduledDefrag,true,true,\Microsoft\Windows\Defrag\ScheduledDefrag
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Windows Error Reporting task to process queued reports.,Microsoft Corporation,The file is signed and the signature was verified.,-queuereporting,%windir%\system32\wermgr.exe,SN0002LNO,QueueReporting,true,true,\Microsoft\Windows\Windows Error Reporting\QueueReporting
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Privileged Media Center OCUR discovery job,,The file is signed and the signature was verified.,/wait:7 /PBDADiscovery,%SystemRoot%\ehome\ehPrivJob.exe,SN0002LNO,PBDADiscoveryW1,true,true,\Microsoft\Windows\Media Center\PBDADiscoveryW1
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Privileged Media Center DRM initialization job,,The file is signed and the signature was verified.,/DRMInit,%SystemRoot%\ehome\ehPrivJob.exe,SN0002LNO,ehDRMInit,true,true,\Microsoft\Windows\Media Center\ehDRMInit
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,The Windows Scheduled Maintenance Task performs periodic maintenance of the computer system by fixing problems automatically or reporting them through the Action Center.,Microsoft Corporation,,,,SN0002LNO,Scheduled,,,\Microsoft\Windows\Diagnosis\Scheduled
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task controls periodic background synchronization of Offline Files when the user is working in an offline mode.,Microsoft Corporation,,,,SN0002LNO,Background Synchronization,,,\Microsoft\Windows\Offline Files\Background Synchronization
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Launches applications configured for Windows HotStart,Microsoft Corporation,,,,SN0002LNO,HotStart,,,\Microsoft\Windows\MobilePC\HotStart
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Verification PCA,Microsoft Windows,The Microsoft-Windows-DiskDiagnosticResolver warns users about faults reported by hard disks that support the Self Monitoring and Reporting Technology (S.M.A.R.T.) standard. This task is triggered automatically by the Diagnostic Policy Service when a S.M.A.R.T. fault is detected.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\DFDWiz.exe,SN0002LNO,Microsoft-Windows-DiskDiagnosticResolver,true,true,\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticResolver
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Privileged Media Center OCUR discovery job,,The file is signed and the signature was verified.,/OCURDiscovery $(Arg0),%SystemRoot%\ehome\ehPrivJob.exe,SN0002LNO,OCURDiscovery,true,true,\Microsoft\Windows\Media Center\OCURDiscovery
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Privileged Media Center OCUR discovery job,,The file is signed and the signature was verified.,/PBDADiscovery,%SystemRoot%\ehome\ehPrivJob.exe,SN0002LNO,PBDADiscovery,true,true,\Microsoft\Windows\Media Center\PBDADiscovery
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Converts the software restriction policies policy from XML into binary format.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\appidpolicyconverter.exe,SN0002LNO,PolicyConverter,true,true,\Microsoft\Windows\AppID\PolicyConverter
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Task for launching the Memory Diagnostic,Microsoft Corporation,,,,SN0002LNO,CorruptionDetector,,,\Microsoft\Windows\MemoryDiagnostic\CorruptionDetector
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Inspects the AppID certificate cache for invalid or revoked certificates.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\appidcertstorecheck.exe,SN0002LNO,VerifiedPublisherCertStoreCheck,true,true,\Microsoft\Windows\AppID\VerifiedPublisherCertStoreCheck
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Collects program telemetry information if opted-in to the Microsoft Customer Experience Improvement Program,Microsoft Corporation,The file is signed and the signature was verified.,aepdu.dll AePduRunUpdate,%windir%\system32\rundll32.exe,SN0002LNO,ProgramDataUpdater,true,true,\Microsoft\Windows\Application Experience\ProgramDataUpdater
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Aggregates and uploads Application Telemetry information if opted-in to the Microsoft Customer Experience Improvement Program.,Microsoft Corporation,,,aitagent,SN0002LNO,AitAgent,,,\Microsoft\Windows\Application Experience\AitAgent
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Verification PCA,Microsoft Windows,Maintains date and time synchronization on all clients and servers in the network. If this service is stopped  date and time synchronization will be unavailable. If this service is disabled  any services that explicitly depend on it will fail to start.,Microsoft Corporation,The file is signed and the signature was verified.,start w32time task_started,%windir%\system32\sc.exe,SN0002LNO,SynchronizeTime,true,true,\Microsoft\Windows\Time Synchronization\SynchronizeTime
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Perform Media Center Recovery activities,,The file is signed and the signature was verified.,-MediaCenterRecoveryTask,%SystemRoot%\ehome\mcupdate.exe,SN0002LNO,MediaCenterRecoveryTask,true,true,\Microsoft\Windows\Media Center\MediaCenterRecoveryTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Perform Object Store Recovery activities,,The file is signed and the signature was verified.,-ObjectStoreRecoveryTask,%SystemRoot%\ehome\mcupdate.exe,SN0002LNO,ObjectStoreRecoveryTask,true,true,\Microsoft\Windows\Media Center\ObjectStoreRecoveryTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Check for Media Center updates.,,,$(Arg0),%SystemRoot%\ehome\mcupdate,SN0002LNO,mcupdate,,,\Microsoft\Windows\Media Center\mcupdate
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,System Sounds User Mode Agent,,,,,SN0002LNO,SystemSoundsService,,,\Microsoft\Windows\Multimedia\SystemSoundsService
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,This task adjusts the start type for firewall-triggered services when the start type of the Base Filtering Engine (BFE) is disabled.,Microsoft Corporation,The file is signed and the signature was verified.,bfe.dll BfeOnServiceStartTypeChange,%windir%\system32\rundll32.exe,SN0002LNO,BfeOnServiceStartTypeChange,true,true,\Microsoft\Windows\Windows Filtering Platform\BfeOnServiceStartTypeChange
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,This job analyzes the system looking for conditions that may cause high energy use.,Microsoft Corporation,The file is signed and the signature was verified.,-energy -auto,%SystemRoot%\System32\powercfg.exe,SN0002LNO,AnalyzeSystem,true,true,\Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeSystem
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Location Activity,,The file is signed and the signature was verified.,,%windir%\System32\LocationNotifications.exe,SN0002LNO,Notifications,true,true,\Microsoft\Windows\Location\Notifications
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,The Windows Disk Diagnostic reports general disk and system information to Microsoft for users participating in the Customer Experience Program.,Microsoft Corporation,The file is signed and the signature was verified.,dfdts.dll DfdGetDefaultPolicyAndSMART,%windir%\system32\rundll32.exe,SN0002LNO,Microsoft-Windows-DiskDiagnosticDataCollector,true,true,\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticDataCollector
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Verification PCA,Microsoft Windows,Checks group policy for changes relevant to Remote Assistance,Microsoft,The file is signed and the signature was verified.,/offerraupdate,%windir%\system32\RAServer.exe,SN0002LNO,RemoteAssistanceTask,true,true,\Microsoft\Windows\RemoteAssistance\RemoteAssistanceTask
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Verification PCA,Microsoft Windows,This event is triggered when an IP address conflict is detected.,Microsoft Corporation,The file is signed and the signature was verified.,ndfapi.dll NdfRunDllDuplicateIPOffendingSystem,%windir%\system32\rundll32.exe,SN0002LNO,IpAddressConflict1,true,true,\Microsoft\Windows\Tcpip\IpAddressConflict1
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Notifications for actions taken by Windows Parental Controls.,Microsoft,,,,SN0002LNO,WindowsParentalControls,,,\Microsoft\Windows\Shell\WindowsParentalControls
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Certificate Services Client automatically manages digital identities such as Certificates  Keys and Credentials for the users and the machine  enabling enrollment  roaming and other services.,Microsoft Corporation,,,,SN0002LNO,SystemTask,,,\Microsoft\Windows\CertificateServicesClient\SystemTask
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task manages and synchronizes metadata for the installed gadgets on a Windows SideShow-compatible device.,Microsoft Corporation,,,,SN0002LNO,GadgetManager,,,\Microsoft\Windows\SideShow\GadgetManager
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Updates the AD RMS rights policy templates for the user. This job provides a credential prompt if authentication to the template distribution web service on the server fails.,Microsoft Corporation,,,,SN0002LNO,AD RMS Rights Policy Template Management (Manual),,,\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual)
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Restarts recordings after a power failure.,,,/RestartRecording,%SystemRoot%\ehome\ehrec,SN0002LNO,RecordingRestart,,,\Microsoft\Windows\Media Center\RecordingRestart
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Set UPnPHost service to Auto-Start,Microsoft,,config upnphost start= auto,sc.exe,SN0002LNO,UPnPHostConfig,,,\Microsoft\Windows\UPnP\UPnPHostConfig
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,DigiCert High Assurance Code Signing CA-1,AVAST Software s.r.o.,,Avast Emergency Update,The file is signed and the signature was verified.,,C:\Program Files\AVAST Software\Avast\AvEmUpdate.exe,SN0002LNO,Avast Emergency Update,true,true,\Avast Emergency Update
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Privileged Media Center Recovery Task Dispatcher job,,The file is signed and the signature was verified.,/DoRecoveryTasks $(Arg0),%SystemRoot%\ehome\ehPrivJob.exe,SN0002LNO,DispatchRecoveryTasks,true,true,\Microsoft\Windows\Media Center\DispatchRecoveryTasks
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task updates the cached list of folders and the security permissions on any new files in a userâ€™s shared media library.,Microsoft Corporation,,,"""%ProgramFiles%\Windows Media Player\wmpnscfg.exe""",SN0002LNO,UpdateLibrary,,,\Microsoft\Windows\Windows Media Sharing\UpdateLibrary
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Verification PCA,Microsoft Windows,This event is triggered when an IP address conflict is detected.,Microsoft Corporation,The file is signed and the signature was verified.,ndfapi.dll NdfRunDllDuplicateIPDefendingSystem,%windir%\system32\rundll32.exe,SN0002LNO,IpAddressConflict2,true,true,\Microsoft\Windows\Tcpip\IpAddressConflict2
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task provides system data for the clock  power source  wireless network strength  and volume on a Windows SideShow-compatible device.,Microsoft Corporation,,,,SN0002LNO,SystemDataProviders,,,\Microsoft\Windows\SideShow\SystemDataProviders
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task initiates synchronization of Offline Files when a user logs onto the system.,Microsoft Corporation,,,,SN0002LNO,Logon Synchronization,,,\Microsoft\Windows\Offline Files\Logon Synchronization
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,,,,,,SN0005GJL,StartComponentCleanup,,,\Microsoft\Windows\Servicing\StartComponentCleanup
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Windows Error Reporting task to process queued reports.,Microsoft Corporation,The file is signed and the signature was verified.,-upload,%windir%\system32\wermgr.exe,SN0005GJL,QueueReporting,true,true,\Microsoft\Windows\Windows Error Reporting\QueueReporting
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,BitLocker MDM policy Refresh,,,\Microsoft\Windows\BitLocker\BitLocker MDM policy Refresh
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Synchronizes the latest settings with the Microsoft family features service.,Microsoft Corporation,,,,SN0005GJL,FamilySafetyMonitorToastTask,,,\Microsoft\Windows\Shell\FamilySafetyMonitorToastTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,This task is used to start the Windows Update service when needed to perform scheduled operations such as scans.,Microsoft Corporation.,The file is signed and the signature was verified.,start wuauserv,C:\Windows\system32\sc.exe,SN0005GJL,Scheduled Start,true,true,\Microsoft\Windows\WindowsUpdate\Scheduled Start
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Registry Idle Backup Task,Microsoft Corporation,,,,SN0005GJL,RegIdleBackup,,,\Microsoft\Windows\Registry\RegIdleBackup
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Install language components that match the user's language list.,Microsoft Corporation,,,,SN0005GJL,Installation,,,\Microsoft\Windows\LanguageComponentsInstaller\Installation
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Initializes the Storage Tiers Management service when the first tiered storage space is detected on the system. Do not remove or modify this task.,Microsoft Corporation,,,,SN0005GJL,Storage Tiers Management Initialization,,,\Microsoft\Windows\Storage Tiers Management\Storage Tiers Management Initialization
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,BackgroundUploadTask,,,\Microsoft\Windows\SettingSync\BackgroundUploadTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,,%windir%\system32\speech_onecore\common\SpeechModelDownload.exe,SN0005GJL,SpeechModelDownloadTask,true,true,\Microsoft\Windows\Speech\SpeechModelDownloadTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task requests a Health Attestation Certificate.,Microsoft Corporation,,,,SN0005GJL,Tpm-HASCertRetr,,,\Microsoft\Windows\TPM\Tpm-HASCertRetr
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Code Signing PCA,Microsoft Corporation,Periodic maintenance task.,,The file is signed and the signature was verified.,-IdleTask -TaskName WdCacheMaintenance,C:\ProgramData\Microsoft\Windows Defender\platform\4.18.1810.5-0\MpCmdRun.exe,SN0005GJL,Windows Defender Cache Maintenance,true,true,\Microsoft\Windows\Windows Defender\Windows Defender Cache Maintenance
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task performs steps necessary to configure Windows Information Protection.,Microsoft Corporation,,,,SN0005GJL,EDP Policy Manager,,,\Microsoft\Windows\AppID\EDP Policy Manager
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Enable susbscription license acquisition,Microsoft Corporation,The file is signed and the signature was verified.,-e,%SystemRoot%\system32\ClipRenew.exe,SN0005GJL,EnableLicenseAcquisition,true,true,\Microsoft\Windows\Subscription\EnableLicenseAcquisition
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Performs recovery check.,,The file is signed and the signature was verified.,/checkrecovery,%SystemRoot%\System32\dsregcmd.exe,SN0005GJL,Recovery-Check,true,true,\Microsoft\Windows\Workplace Join\Recovery-Check
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,Measures a system's performance and capabilities,Microsoft,,,,SN0005GJL,WinSAT,,,\Microsoft\Windows\Maintenance\WinSAT
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,start pushtoinstall login,%windir%\system32\sc.exe,SN0005GJL,LoginCheck,true,true,\Microsoft\Windows\PushToInstall\LoginCheck
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Wininet Cache Task,Microsoft,,,,SN0005GJL,CacheTask,,,\Microsoft\Windows\Wininet\CacheTask
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Updates the AD RMS rights policy templates for the user. This job provides a credential prompt if authentication to the template distribution web service on the server fails.,Microsoft Corporation,,,,SN0005GJL,AD RMS Rights Policy Template Management (Manual),,,\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual)
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Background task for performing per user and web interactions,Microsoft Corporation,The file is signed and the signature was verified.,nla,%SystemRoot%\System32\WiFiTask.exe,SN0005GJL,WiFiTask,true,true,\Microsoft\Windows\NlaSvc\WiFiTask
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,Notifies the user that Windows needs to be restarted to finish setting up a device.,Microsoft Corporation,,,,SN0005GJL,Device Install Reboot Required,,,\Microsoft\Windows\Plug and Play\Device Install Reboot Required
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task controls periodic background synchronization of Offline Files when the user is working in an offline mode.,Microsoft Corporation,,,,SN0005GJL,Background Synchronization,,,\Microsoft\Windows\Offline Files\Background Synchronization
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Initializes Family Safety monitoring and enforcement.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\System32\wpcmon.exe,SN0005GJL,FamilySafetyMonitor,true,true,\Microsoft\Windows\Shell\FamilySafetyMonitor
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task initiates synchronization of Offline Files when a user logs onto the system.,Microsoft Corporation,,,,SN0005GJL,Logon Synchronization,,,\Microsoft\Windows\Offline Files\Logon Synchronization
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task checks for updates to maps which you have downloaded for offline use. Disabling this task will prevent Windows from notifying you of updated maps.,Microsoft Corporation,,,,SN0005GJL,MapsUpdateTask,,,\Microsoft\Windows\Maps\MapsUpdateTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Uninstall language components that are not in any user's language list.,Microsoft Corporation,,,,SN0005GJL,Uninstallation,,,\Microsoft\Windows\LanguageComponentsInstaller\Uninstallation
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Maintains registrations for background tasks for Universal Windows Platform applications.,Microsoft Corporation,,,,SN0005GJL,BgTaskRegistrationMaintenanceTask,,,\Microsoft\Windows\BrokerInfrastructure\BgTaskRegistrationMaintenanceTask
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,Detects and mitigates problems in physical memory (RAM).,Microsoft Corporation,,,,SN0005GJL,RunFullMemoryDiagnostic,,,\Microsoft\Windows\MemoryDiagnostic\RunFullMemoryDiagnostic
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,RegisterDeviceProtectionStateChanged,,,\Microsoft\Windows\DeviceDirectoryClient\RegisterDeviceProtectionStateChanged
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Task for applying changes to the machine's Exploit Protection settings.,Microsoft Corporation,,,,SN0005GJL,ExploitGuard MDM policy Refresh,,,\Microsoft\Windows\ExploitGuard\ExploitGuard MDM policy Refresh
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,RegisterDeviceWnsFallback,,,\Microsoft\Windows\DeviceDirectoryClient\RegisterDeviceWnsFallback
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,,%windir%\system32\eduprintprov.exe,SN0005GJL,EduPrintProv,true,true,\Microsoft\Windows\Printing\EduPrintProv
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Storage Spaces Settings,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\SpaceAgent.exe,SN0005GJL,SpaceAgentTask,true,true,\Microsoft\Windows\SpacePort\SpaceAgentTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Code Signing PCA,Microsoft Corporation,Periodic verification task.,,The file is signed and the signature was verified.,-IdleTask -TaskName WdVerification,C:\ProgramData\Microsoft\Windows Defender\platform\4.18.1810.5-0\MpCmdRun.exe,SN0005GJL,Windows Defender Verification,true,true,\Microsoft\Windows\Windows Defender\Windows Defender Verification
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,,,,,,SN0005GJL,SmartRetry,,,\Microsoft\Windows\InstallService\SmartRetry
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Mobile Broadband Account Experience Metadata Parser,Microsoft,The file is signed and the signature was verified.,,%SystemRoot%\System32\MbaeParserTask.exe,SN0005GJL,MNO Metadata Parser,true,true,\Microsoft\Windows\Mobile Broadband Accounts\MNO Metadata Parser
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,NTFS Volume Health Scan,Microsoft Corporation,,,,SN0005GJL,ProactiveScan,,,\Microsoft\Windows\Chkdsk\ProactiveScan
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Uninstalls the PnP device associated with the specified Bluetooth service ID,Microsoft,,$(Arg0),BthUdTask.exe,SN0005GJL,UninstallDeviceTask,,,\Microsoft\Windows\Bluetooth\UninstallDeviceTask
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Location Notification,,The file is signed and the signature was verified.,,%windir%\System32\WindowsActionDialog.exe,SN0005GJL,WindowsActionDialog,true,true,\Microsoft\Windows\Location\WindowsActionDialog
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,This task optimizes local storage drives.,Microsoft Corporation,The file is signed and the signature was verified.,-c -h -o -$,%windir%\system32\defrag.exe,SN0005GJL,ScheduledDefrag,true,true,\Microsoft\Windows\Defrag\ScheduledDefrag
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,This task performs time synchronization.,Microsoft Corporation,,,,SN0005GJL,ForceSynchronizeTime,,,\Microsoft\Windows\Time Synchronization\ForceSynchronizeTime
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task restarts the Software Protection Platform service when a new network is detected,Microsoft Corporation,,,,SN0005GJL,SvcRestartTaskNetwork,,,\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTaskNetwork
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task initiates synchronization of Work Folders partnerships when a user logs onto the system.,Microsoft Corporation,,,,SN0005GJL,Work Folders Logon Synchronization,,,\Microsoft\Windows\Work Folders\Work Folders Logon Synchronization
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,RegisterDeviceSettingChange,,,\Microsoft\Windows\DeviceDirectoryClient\RegisterDeviceSettingChange
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Launch language cleanup tool,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\lpremove.exe,SN0005GJL,LPRemove,true,true,\Microsoft\Windows\MUI\LPRemove
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task supports the WIM Boot by performing background actions on behalf of the OS.,Microsoft Corporation,,,,SN0005GJL,WIM-Hash-Validation,,,\Microsoft\Windows\WOF\WIM-Hash-Validation
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Provides support for shell components that access system data,Microsoft Corporation,,,,SN0005GJL,CreateObjectTask,,,\Microsoft\Windows\Shell\CreateObjectTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Synchronizes the latest settings with the Microsoft family features service.,Microsoft Corporation,,,,SN0005GJL,FamilySafetyRefreshTask,,,\Microsoft\Windows\Shell\FamilySafetyRefreshTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,Display,%systemroot%\system32\MusNotification.exe,SN0005GJL,USO_Broker_Display,true,true,\Microsoft\Windows\UpdateOrchestrator\USO_Broker_Display
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Hybrid Drive cache rebalance maintenance task,Microsoft Corporation,,,,SN0005GJL,HybridDriveCacheRebalance,,,\Microsoft\Windows\Sysmain\HybridDriveCacheRebalance
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Scans fault-tolerant volumes for fast crash recovery,Microsoft Corporation,,,,SN0005GJL,Data Integrity Scan for Crash Recovery,,,\Microsoft\Windows\Data Integrity Scan\Data Integrity Scan for Crash Recovery
